qr_marchant_name,pw_marchant_name,similarity_score
V.THY,V.THA,0.92
S.ORN,S.VORN,0.96
S.POL,S.POULI,0.94
O.SARUON,O.SUON,0.94
P.POCH,P.OUCH,0.91
C.HEANG,C.YEANG,0.92
V.SARATH,L.SARATH,0.92
R.MOM,R.MOY,0.92
C.SOK,C.SOKHOM,0.93
C.NHEM,C.NHOEB,0.91
P.NOEM,P.MOENG,0.92
S.CHEN,S.CHOENG,0.95
S.SAO,S.SOV,0.91
C.CHOEUN,C.CHOUP,0.92
S.HO,S.HROM,0.92
C.TOCH,C.DOCH,0.91
P.KROUCH,C.KROUCH,0.92
N.CHIV,N.CHEAV,0.91
C.ET,C.EAT,0.95
S.NOCH,S.KOCH,0.91
B.CHENG,B.CHEE,0.91
S.CHOY,S.CHOUM,0.91
L.PHOUN,L.HOEUN,0.92
R.NOP,R.NEP,0.91
L.KHON,L.KHIN,0.93
P.PHEA,P.THEA,0.91
M.CHEAM,M.CHEK,0.91
V.KHEM,V.CHEM,0.91
D.CHHOM,D.CHEM,0.91
E.CHIM,E.CHEM,0.93
P.CHEA,P.CHEM,0.93
M.UM,M.LUOM,0.91
P.HENG,P.CHEN,0.91
T.HENG,T.CHEN,0.91
C.HUY,C.HUL,0.92
C.PO,C.PORCH,0.91
C.NA,C.NGAM,0.92
C.HORT,C.HOURT,0.97
C.LICH,C.LOCH,0.92
C.NORL,C.LON,0.90
C.VANN,C.MANN,0.91
C.PEOU,C.PEOU,1.00
C.TOUCH,C.TAUCH,0.93
C.THENG,C.TROENG,0.91
C.TUON,C.TUNG,0.93
K.HUOT,K.HUOT,1.00
P.TRY,P.THY,0.91
R.YA,R.YAM,0.96
D.CHHENG,Y.CHHENG,0.92
H.TANG,H.TAINGSOK,0.92
P.MOEUY,J.MOEUY,0.90
S.UNG,S.YUNG,0.96
N.TAING,V.TAING,0.90
B.CHENG,P.CHENG,0.90
C.MON,C.MON,1.00
C.EN,C.PENN,0.91
C.CHHOEURNG,C.CHERN,0.93
T.TY,T.T,0.94
P.HORM,P.HOM,0.97
T.EAN,T.EAM,0.92
K.PHAN,K.PHAL,0.93
I.HEAM,I.HAM,0.96
B.HAK,B.HAI,0.92
C.CHOEM,C.CHOECK,0.92
V.MOUN,V.MONH,0.93
S.THUN,S.THUCH,0.91
C.PETH,C.PUTH,0.92
C.CHEN,C.CHUE,0.93
D.CHHENG,D.CHEUNG,0.95
V.CHEA,V.CHEV,0.93
R.CHEA,R.CHEY,0.93
A.CHREK,A.CHEY,0.91
R.NAM,R.MANG,0.90
T.BUN,T.BOUN,0.96
V.CHON,V.NOCH,0.91
D.HONG,D.LONG,0.91
C.HORT,C.HOUTH,0.91
S.CHHOM,S.CHHOEUT,0.90
C.MEY,C.EY,0.95
C.BEN,C.BEAN,0.97
N.NI,N.N,0.94
C.CHHEA,C.CHHEAK,0.97
V.PRINK,V.PRING,0.94
C.CHHOEURNG,C.CHHOUN,0.95
S.CHEA,S.CHAI,0.93
M.KIN,M.KAN,0.91
V.BOTH,V.ROTH,0.91
M.PICH,M.PICH,1.00
A.VONG,A.TONG,0.91
C.CHHOEURNG,C.CHROENG,0.94
C.DOI,C.DOK,0.92
S.CHUM,S.CHHAM,0.91
C.MENG,C.MEURN,0.91
D.CHHENG,D.CHHANG,0.95
C.ROEUN,C.SAROEUN,0.94
C.NHEM,C.NEH,0.91
L.MAM,L.MAK,0.92
V.VUTH,V.PUTH,0.91
O.SIENG,O.SIN,0.94
H.KOY,H.KEO,0.91
C.ROEUN,C.SAROEURN,0.92
H.CHAY,H.CHHAY,0.97
C.VONG,C.VOUNE,0.91
C.YEM,C.YEUM,0.97
D.CHHENG,D.CHHEAN,0.95
C.SIM,C.SIE,0.92
V.EN,V.EANG,0.92
C.PISETH,C.PIT,0.93
C.CHHENG,C.CHANG,0.92
L.CHAN,L.CHHEAN,0.95
P.HORM,P.HORNG,0.91
C.ORN,C.ORT,0.92
S.LONG,S.DONG,0.91
Y.CHEA,Y.CHHEAV,0.95
M.CHAN,M.CHHEN,0.91
C.HAK,C.THAK,0.96
L.KHOU,L.KUOCH,0.93
K.THENG,K.THORNG,0.92
D.CHHENG,L.CHHENG,0.92
C.THENG,C.THANG,0.94
C.CHHOEURNG,C.OEUNG,0.90
C.HEANG,C.EAN,0.92
C.NORL,C.ORN,0.90
C.ORN,C.TORN,0.96
C.TAB,C.TAB,1.00
T.HEN,T.CHHEN,0.92
P.YOUHAN,P.YOU,0.93
C.PHAT,C.THAPA,0.92
D.CHHENG,D.CHHEUN,0.95
C.CHANN,C.CHAV,0.91
L.CHHI,L.CHHI,1.00
V.CHHIM,V.CHHIEK,0.92
H.CHHOEUN,H.CHHIN,0.90
P.CHHIN,P.CHHIT,0.94
S.UNG,S.CHUNG,0.92
N.CHIT,N.CHHIW,0.91
C.KONG,C.ORNG,0.91
C.NORL,C.NORK,0.93
C.SOPHON,C.SOPHORN,0.98
C.MONEY,C.NEY,0.92
M.CHEAM,M.CHHOEM,0.92
V.PREAB,B.PREAB,0.90
C.KIM,C.KEM,0.91
S.CHHOM,N.CHHOM,0.90
V.HUN,V.HUL,0.92
C.HORT,C.KHOT,0.91
K.EM,K.OEM,0.95
T.EAN,T.EAK,0.92
C.MON,C.MIN,0.91
C.CHHEA,C.CHHERTH,0.90
H.CHHOEUN,H.CHHORN,0.93
D.SEONG,D.SOUNG,0.93
S.CHOY,S.CHHO,0.93
D.DUL,D.D,0.91
B.PRAK,B.PREAP,0.91
C.ROEUN,T.ROEUN,0.90
S.KAM,K.SAM,0.93
S.MUCH,S.MUCHHIM,0.93
Y.CHAN,Y.CHHUMPHAN,0.91
M.CHUM,M.CHHUM,0.97
B.KING,B.IN,0.91
C.EAR,C.EAB,0.92
C.RA,C.SRAS,0.91
N.CHHAN,N.CHHUNG,0.92
C.KHOUNG,C.HOUNG,0.97
C.ROEUN,C.VIROEUN,0.94
C.MORY,C.YORM,0.96
C.KONG,C.NGO,0.90
C.THAK,C.THUOK,0.91
V.CHUONG,V.CHHUN,0.92
H.SOEU,H.EU,0.91
T.CHAO,T.CHHUO,0.91
K.CHHUON,N.CHHUON,0.92
S.CHOY,S.CHOUV,0.91
N.VANDA,N.VA,0.91
S.SORN,S.SORPHORN,0.92
C.NAK,C.NEAK,0.96
O.SIN,O.SIM,0.92
C.SET,C.SEV,0.92
L.CHHI,L.CHIP,0.93
L.CHHI,L.CHIB,0.93
S.CHEN,S.CHHROEURN,0.91
H.LY,L.HY,0.92
L.SOPHEAK,L.SOPHOAN,0.91
Y.SANG,Y.WANG,0.91
T.RITH,R.TITH,0.94
N.OURN,N.NOU,0.90
J.SEM,J.SEO,0.92
U.VONG,U.VONG,1.00
P.LOS,P.LAO,0.91
D.PHEANG,D.PANG,0.94
H.JEA,H.JEE,0.92
S.LISA,S.LIVAR,0.91
C.SAMATH,C.SAMAN,0.92
R.CHIEV,R.CHIM,0.91
B.CHEM,B.CHIM,0.93
Z.QINXI,Z.QIN,0.94
K.KUN,K.KUON,0.97
S.LUON,S.BUON,0.91
L.CHOM,L.HO,0.91
S.VUTH,S.UT,0.91
J.PEANG,J.PEAN,0.97
C.BABY,C.AY,0.91
A.SAN,A.SUN,0.91
Y.YOT,Y.YOATH,0.94
C.CHIM,C.CHITH,0.91
T.KOL,T.LOK,0.95
C.VONG,C.VORNG,0.97
K.NIL,K.NIL,1.00
C.EK,C.PEK,0.95
S.KHIEV,L.KHIEV,0.90
C.MAK,C.MAB,0.92
T.VIENG,C.VIENG,0.90
C.SENG,C.OENG,0.91
R.CHHOUK,R.CHO,0.93
LIMSEAKLONG,LIM SOKLENG,0.93
K.ORM,K.MORM,0.90
V.TANN,V.TAN,0.97
K.YON,K.YONG,0.97
S.CHOY,S.CHOEK,0.91
L.CHOM,L.CHOEM,0.97
S.CHOY,S.CHOEN,0.91
C.SIM,C.SIK,0.92
R.CHHOUK,R.CHOK,0.95
M.CHEAM,M.HAM,0.92
S.DY,S.D,0.94
L.CHOM,L.CHOM,1.00
Y.CHHIM,Y.CHOM,0.91
D.CHUN,D.CHHUM,0.91
C.ORK,C.TORK,0.96
D.MENG,D.TENG,0.91
C.KAO,C.KAY,0.92
N.LENG,N.LENG,1.00
S.LONG,S.PONG,0.91
E.SI,E.S,0.94
U.SARITH,U.SAMRIT,0.95
C.CHHOEURNG,C.CHONG,0.93
C.KHUT,C.KHOTH,0.91
T.DINA,T.DIN,0.97
K.SOENG,K.SRENG,0.93
K.CHORK,A.CHORK,0.90
C.CHEANG,C.CHAE,0.92
P.DARA,P.DARACHORN,0.91
S.CHOY,S.CHOT,0.93
M.HUON,M.CHUN,0.91
R.PRAK,R.PRACH,0.91
D.HAK,D.HAY,0.92
J.LI,J.LIM,0.96
C.LANH,C.LEANGHY,0.92
S.KHOU,S.HOU,0.96
S.CHOUN,Y.CHOUN,0.90
D.CHHORN,D.CHOUN,0.92
P.CHORNH,P.CHOUN,0.92
E.LAY,E.LAY,1.00
T.CHAO,T.CHOV,0.93
F.ON,F.VONG,0.91
C.VICHKA,C.VIECH,0.92
C.PHAT,C.PHATH,0.97
C.NAY,C.DYNA,0.90
H.YONG,H.YUNG,0.92
M.CHUON,M.CHUM,0.91
M.YAN,M.YUN,0.91
L.OU,L.GOUV,0.91
C.XANO,C.XIAO,0.92
P.OEURN,P.DOEUN,0.92
C.PEOU,C.PHOU,0.92
Y.ZHOU,Y.ZHAO,0.93
S.CHUOP,N.CHUOP,0.90
B.HUOT,B.CHUOT,0.96
T.CHAO,T.CHUOT,0.91
C.CHHOEURNG,C.OEURN,0.90
C.AY,C.SAMY,0.91
L.YAN,L.YUN,0.91
T.RAVY,T.RA,0.93
T.SAM,T.SEM,0.91
G.C,G.C,1.00
U.OUCH,U.DUCH,0.91
T.CHAO,T.CHANG,0.91
S.LA,S.LA,1.00
M.CHUON,M.CHOUB,0.91
T.SENG,T.YENG,0.91
M.YAN,M.Y,0.91
T.THEAVY,T.THY,0.93
S.CHOY,S.CHOUB,0.91
T.TOUCH,T.OUCH,0.96
R.THA,R.THAN,0.97
D.VON,D.V,0.91
R.YIN,Y.RIN,0.93
Z.LAY,Z.LAV,0.92
S.OUK,S.OUR,0.92
L.ROTH,L.HOR,0.90
R.HUL,R.HUY,0.92
R.HENG,R.KHEANG,0.93
C.NHEM,C.NEM,0.96
T.MANY,T.NAM,0.90
R.ROEN,R.ROEURN,0.95
J.SOU,J.SOT,0.92
I.CHHIM,L.CHHIM,0.90
M.SENG,M.SOKHIENG,0.91
M.CHAN,M.THAN,0.91
T.VANDY,R.VANDY,0.90
T.MANY,T.MAY,0.97
T.DUONG,T.UONG,0.96
V.VANTHY,V.VANH,0.95
H.THE,H.TER,0.91
S.MATH,S.MA,0.93
T.OU,T.OUM,0.96
R.HEM,R.HAM,0.91
T.PHORN,T.PHAN,0.91
T.DUONG,T.ONG,0.92
D.THAV,D.THEAM,0.91
K.CHAK,K.HAK,0.96
K.ET,K.METH,0.91
K.EM,K.YOEM,0.91
M.LAO,M.LON,0.91
P.SEN,P.SEH,0.92
V.E,V.ETH,0.91
R.YOUS,R.YOU,0.97
P.TEAV,P.YEAV,0.91
V.POK,V.POM,0.92
L.YAN,L.YAT,0.92
C.PREAB,C.PERB,0.93
P.HAM,P.MACH,0.90
H.YAING,H.YAN,0.94
S.NOP,S.NOM,0.92
S.CHEA,S.NHEA,0.91
D.TEP,D.TEA,0.92
E.HENG,E.HENG,1.00
D.EM,D.NHEM,0.91
N.SO,N.S,0.94
J.TIM,J.T,0.91
K.TAY,K.TY,0.95
M.CHEAM,A.CHEAM,0.90
V.BO,V.BONNA,0.91
T.VIENG,T.VEN,0.93
D.SRUN,D.SRUO,0.93
N.RED,N.RE,0.96
S.TOUCH,S.TOCH,0.97
S.KEN,S.KET,0.92
M.PEOU,M.POUV,0.92
C.DAM,C.DUM,0.91
S.MOEUN,S.MOUL,0.91
M.LAO,M.LOS,0.91
N.YIN,N.YIM,0.92
C.TOUCH,C.KOUCH,0.92
S.TIKEA,S.TIEN,0.91
S.CHHOM,Y.CHHOM,0.90
M.KIM,M.KIMHAS,0.93
L.MAKARA,T.MAKARA,0.92
Y.HONG,Y.UONG,0.91
E.KHOV,E.NHOV,0.91
P.AN,P.RANN,0.91
R.OUL,R.MOUL,0.96
S.HO,S.HORM,0.93
S.LONG,S.LONH,0.93
S.MEANG,S.MAN,0.93
T.MANY,T.MAN,0.97
V.DUN,V.D,0.91
V.SOK,V.SOR,0.92
D.THONG,D.THAN,0.91
N.LADY,N.LA,0.93
C.ROEUN,A.ROEUN,0.90
B.KING,B.KHIN,0.92
C.VANN,C.ANN,0.96
C.RUN,C.ROUN,0.96
C.SUN,C.SAMOUN,0.91
C.SENG,C.SINENG,0.90
C.VUTH,C.SUTH,0.91
D.OUCH,D.KROUCH,0.93
D.SOK,D.SOPHEAK,0.91
H.HUN,H.HAN,0.91
H.PRAK,H.PREAB,0.91
K.KHOUY,K.KHOM,0.91
K.THAN,K.THAI,0.93
K.NUON,K.UON,0.90
L.CHHI,L.CHHE,0.93
L.REM,L.RET,0.92
N.HUN,N.HUL,0.92
N.KIM,N.KIM,1.00
N.HORN,N.THORN,0.96
P.UNG,P.MUONG,0.92
P.NOEM,P.ROEM,0.91
R.DIM,R.D,0.91
S.CHEN,S.CHHEOUN,0.93
S.NGOUN,S.NGON,0.97
S.PAN,S.PEAN,0.96
S.THAT,S.THACH,0.91
T.KHEAN,T.KEA,0.93
T.MEN,T.MENG,0.97
T.THORN,T.TORN,0.97
U.POUHEANG,U.PHAN,0.91
V.SANG,V.DANG,0.91
K.SOENG,V.SOENG,0.90
M.VA,M.V,0.94
J.YAN,J.YAN,1.00
T.TEANG,T.TE,0.91
F.LY,F.LY,1.00
M.YAN,M.NAY,0.95
S.IM,S.NIM,0.95
T.EANG,T.DANG,0.91
V.EM,V.RIEM,0.91
K.HENG,K.LENG,0.91
R.PENG,R.PING,0.92
D.HONG,D.VONG,0.91
A.RO,A.R,0.94
K.CHHAY,Y.CHHAY,0.90
T.UN,T.RUN,0.95
S.TOUCH,M.TOUCH,0.90
K.RY,K.KIRY,0.91
V.TEP,V.TEK,0.92
C.SEA,C.SEAB,0.97
P.EA,P.DEAB,0.91
V.EN,V.HIEN,0.91
M.LAM,M.LAMBART,0.91
D.LEY,D.RILEY,0.92
S.IM,S.LAIM,0.91
L.SOR,L.SORL,0.97
R.VONG,R.VOEUN,0.91
Y.LIM,Y.LI,0.96
S.POV,S.PON,0.92
J.LEAK,J.YEAK,0.91
K.VA,K.V,0.94
M.YAN,M.YA,0.96
S.PAN,S.PHANN,0.93
P.CHEA,P.CHUA,0.93
N.DI,N.D,0.94
S.SAO,S.SAM OL,0.93
P.MAN,P.MEAN,0.96
V.BRANG,V.BRAK,0.91
K.LIM,K.IM,0.95
K.SRUN,K.RUN,0.96
M.SOR,M.SRY,0.91
R.HUY,R.HY,0.95
V.CHUM,V.HUM,0.96
L.MATH,L.MACH,0.93
T.PRIME,T.PROM,0.91
Y.TANG,Y.TAN,0.97
Y.SAMPHY,Y.SAY,0.93
P.LONG,P.YONG,0.91
Y.TANG,T.YANG,0.94
S.CHEA,S.CHAT,0.93
P.TAY,P.THAY,0.96
T.LENG,T.LANG,0.92
T.THORN,T.HORNE,0.92
D.SEA,D.SEM,0.92
L.YAN,L.YIN,0.91
K.SUN,K.SUON,0.97
P.SAMING,P.SANG,0.95
L.YAN,L.YA,0.96
P.PHAN,P.KEMPHAN,0.91
M.CHHOU,M.CHANTHEOUN,0.92
D.DIN,D.DIM,0.92
R.PHOK,R.PHON,0.93
R.SUOS,R.SUONG,0.91
S.VANN,S.VANG,0.93
T.THON,T.THENG,0.91
P.TEANG,A.TEANG,0.90
L.ROTH,L.SOTH,0.91
S.BOEURN,S.OEUR,0.93
N.HE,N.E,0.93
S.SENG,S.YENG,0.91
S.SENG,S.PENG,0.91
T.ON,T.POUN,0.91
K.HUM,K.HUL,0.92
Y.NARATH,T.NARATH,0.92
R.AN,R.FAN,0.95
S.LUN,L.SUN,0.93
P.HENG,P.MENG,0.91
A.SUTH,A.SUTEU,0.91
D.UTH,D.VUTH,0.96
K.IN,K.JIN,0.95
R.OUL,R.O,0.91
D.KHIM,D.KHOM,0.93
N.BOEUN,N.BOEUR,0.94
V.KUN,V.KHUN,0.96
P.HENG,P.LENG,0.91
T.THEAVY,T.THAV,0.95
M.PA,M.PRAK,0.92
K.KUN,K.KUO,0.92
R.MEN,R.MOEUN,0.93
L.LONG,L.LOUN,0.93
M.MAO,M.MAN,0.92
K.NGENG,K.NHGONG,0.91
S.BOREY,S.BORN,0.91
N.KAU,N.AUK,0.95
T.KOL,T.KOL,1.00
V.DUN,V.DOURNG,0.91
D.SEONG,R.SEONG,0.90
S.MOEUN,S.MOEUNG,0.97
V.SOK,V.SOU,0.92
S.SE,S.SES,0.96
S.IM,S.RIM,0.95
N.RA,N.PRAK,0.91
D.CHHENG,T.CHHENG,0.92
S.CHEN,S.HEN,0.96
S.IEK,I.SEK,0.93
T.SOK,T.SEK,0.91
M.SOK,M.SO,0.96
B.SOTH,B.SOTH,1.00
T.KHEAV,O.KHEAV,0.90
D.REN,D.R,0.91
R.LEE,R.LLEGUE,0.91
D.OU,D.ROUS,0.91
D.CHHORN,D.CHORK,0.92
S.MUT,S.MUT,1.00
S.LONG,S.LO,0.93
P.SEN,P.NEIS,0.90
P.NGUON,R.NGUON,0.90
D.AI,D.AI,1.00
D.PON,D.PHOEUN,0.91
D.HILOMA,D.HOM,0.91
N.SOPHORN,Y.SOPHORN,0.93
P.KONG,P.KOENG,0.97
T.TEP,T.TES,0.92
S.HEANG,R.HEANG,0.90
R.AT,R.PAT,0.95
S.KONG,S.KORNG,0.97
L.DANG,L.DA,0.93
C.CHEM,C.MECH,0.91
D.SAM,D.SIM,0.91
D.CHOEUN,D.HOEURN,0.93
D.PHAT,D.PHAY,0.93
D.YEANG,D.YEAT,0.91
K.VONG,K.NOV,0.90
S.RO,S.RORTH,0.91
P.TEANG,P.DEANG,0.92
K.HIM,K.NHIM,0.96
P.PHEA,P.PHOAN,0.91
L.,L.Z,0.91
E.KHY,E.KYO,0.91
C.PHALLA,D.PHALLA,0.92
P.PRAK,P.PRACH,0.91
D.KIMLANG,D.LAING,0.90
D.SEA,D.SAT,0.91
D.RY,D.SARY,0.91
D.CHHITH,D.CHHAI,0.92
D.DORN,D.DOEURN,0.95
D.ANG,D.NGAN,0.90
D.NON,D.NORN,0.97
D.PHAT,D.PHAT,1.00
C.RATHA,D.RATHA,0.90
D.SON,D.SOPHIN,0.93
R.IN,R.INN,0.96
D.DORN,D.DOEURNG,0.93
D.PON,D.PHORN,0.93
D.RY,D.SREY,0.91
D.MAM,M.DAM,0.93
S.IM,S.DAIM,0.91
B.AN,B.DAN,0.95
D.KHUN,D.KUN,0.96
D.REN,D.SRENG,0.92
D.SAM,D.SUM,0.91
H.HIMA,H.HIM,0.97
D.SEA,D.SAN,0.91
D.THYDI,D.THY,0.94
T.THORN,T.THOEUN,0.92
D.CHHORN,D.CHHOEURM,0.92
D.DOUNG,D.DUONG,0.97
D.PANG,D.DANG,0.91
D.DIN,D.DEN,0.91
D.YOU,D.YUN,0.91
D.NAO,D.NAT,0.92
D.PON,D.PEN,0.91
S.DY,S.DANY,0.92
D.KHUN,D.KUNG,0.92
C.PO,C.OP,0.93
D.OUCH,D.AUOCH,0.92
D.HENG,D.KHEN,0.91
D.THE,D.METH,0.90
D.CHANN,D.PHANN,0.92
D.SEONG,D.SAENG,0.93
D.TEP,D.TEP,1.00
D.THE,D.THET,0.97
S.CHEN,S.CHHE,0.93
V.PHUONG,S.PHUONG,0.92
Y.DANY,Y.DAN,0.97
D.HEANG,D.HEAN,0.97
D.SOTH,D.MOTH,0.91
D.PIN,D.PIL,0.92
D.REN,D.RUN,0.91
C.TIN,C.TIN,1.00
S.DUN,D.SUN,0.93
D.PEN,D.PEL,0.92
C.YONG,C.YORNN,0.91
D.DORN,D.DOEUN,0.91
D.OEUR,D.DOEURM,0.93
D.DORN,D.DOUNG,0.91
D.CHHORN,D.HORN,0.93
D.THONG,D.KHONG,0.92
D.MOV,D.M,0.91
D.MENG,D.MENG,1.00
D.NEY,D.NY,0.95
N.TAING,D.TAING,0.90
D.THONG,D.THOM,0.91
D.VAT,D.VA,0.96
D.VON,D.VEN,0.91
D.YIT,D.YIN,0.92
M.KOU,M.KOUNG,0.94
S.YOEURN,D.YOEURN,0.92
D.SEA,D.SAM,0.91
D.PHAT,D.PHAL,0.93
D.MENG,D.KENG,0.91
D.UONG,D.VUNG,0.91
V.SROEUNG,V.SONG,0.92
T.SOEUN,D.SOEUN,0.90
D.RA,D.BORA,0.91
D.CHHORN,D.CHHORM,0.95
D.HAK,D.KHAT,0.90
D.THONG,D.HORNG,0.92
D.KHIM,D.KHIN,0.93
D.MENG,D.MIEN,0.92
D.HEANG,D.HANG,0.97
D.CHHORN,D.CHROENG,0.90
D.KHIM,D.KHIEV,0.91
D.NON,D.NOUN,0.97
D.SOKH,D.SOKHEN,0.95
D.MUON,D.OUM,0.90
D.HONG,D.RONG,0.91
D.UM,D.UM,1.00
D.SOK,D.S,0.91
S.NHEK,S.HIEK,0.91
V.VONG,V.VORNG,0.97
D.HIM,D.MITH,0.90
L.NHOEB,D.NHOEB,0.90
R.MOEUNG,R.KOEUNG,0.93
C.SENG,C.SNGIEM,0.90
D.BO,D.BUOY,0.92
M.LONG,M.LONH,0.93
A.DA,A.DAT,0.96
S.DARITH,S.DAT,0.93
S.CHOY,S.CHHOR,0.91
L.GICH,L.PICH,0.91
C.THAK,C.THACH,0.91
D.CHHORN,D.CHHOEUNG,0.92
D.KHUN,D.KHOUN,0.97
D.MOEUNG,D.KOEURNG,0.91
D.SEA,D.SEAM,0.97
D.CHHOY,D.CHHUOM,0.92
D.HEANG,D.HOEUNG,0.91
S.VOEUN,D.VOEUN,0.90
D.VOEURN,D.VYSOEURM,0.90
D.NON,D.NOK,0.92
T.DAVID,T.DAV,0.94
S.VOEURN,D.VOEURN,0.92
B.CHENG,D.CHENG,0.90
D.PON,D.ON,0.95
D.PON,D.POV,0.92
D.UM,D.PUM,0.95
D.SOKHORN,D.SOR,0.91
D.YOU,D.YOEURM,0.93
D.DORN,D.DORN,1.00
N.LONG,N.LUON,0.92
R.CHAB,R.CHORB,0.91
T.OU,T.HOUT,0.91
S.LA,S.LAO,0.96
T.HAK,T.HEAK,0.96
L.TITH,L.TIT,0.97
L.KONG,K.LONG,0.94
D.KHOEM,D.HEM,0.92
V.PHUONG,V.PHUONG,1.00
D.CHANN,D.CHANN,1.00
R.SAO,R.SACKORN,0.91
D.CHOEUN,D.KHOEURN,0.91
D.CHHORN,D.CHHOY,0.92
D.CHHITH,D.CHHIM,0.92
S.SENG,S.OENG,0.91
T.MEN,T.MEY,0.92
S.DA,S.DEAB,0.92
L.TEA,L.TAN,0.91
P.RUN,P.REN,0.91
C.PROM,C.RORM,0.91
S.EK,S.DEK,0.95
C.NGEN,C.GE,0.91
S.DI,S.KDIB,0.91
S.NOP,S.NOB,0.92
S.CHIV,S.VICH,0.91
V.HI,V.NHIM,0.91
C.PAL,C.PAN,0.92
P.DA,P.DAM,0.96
S.SOEM,S.OEM,0.96
D.MEN,M.DEN,0.93
S.HENG,H.SENG,0.94
D.KHAY,D.KHY,0.97
D.TEP,D.TES,0.92
C.EN,C.DEN,0.95
V.LIM,V.LIN,0.92
S.SENG,S.DENG,0.91
H.HENG,H.DENG,0.91
D.NON,D.NOU,0.92
K.HENG,K.EANG,0.91
P.PHEA,P.EA,0.91
D.VIT,D.TIV,0.95
L.PHORN,L.THORN,0.92
P.HORM,P.KHOM,0.91
K.ORM,K.MORB,0.90
L.LOUNG,L.LUN,0.93
V.DE,V.DET,0.96
D.CHHORN,D.CHHOEUN,0.93
D.SING,D.SIN,0.97
D.HAY,D.AY,0.95
S.OEUR,S.DEUR,0.91
D.CHANN,D.CHANTHA,0.90
D.CHHORN,D.CHHOUN,0.95
D.KIMLANG,D.LANG,0.91
D.NEY,D.YEN,0.95
S.HO,S.O,0.93
S.EM,S.TEM,0.95
L.DIN,L.DI,0.96
P.I,P.DI,0.93
P.LONG,P.MONG,0.91
S.CHHORN,S.CHHORM,0.95
V.DE,V.DIEB,0.92
P.PEI,P.DIEP,0.90
T.NGUON,T.NGUYEN,0.92
V.DE,V.DIEP,0.92
M.KIN,M.KIT,0.92
M.IM,M.DIM,0.95
R.DIM,R.DIM,1.00
D.SEONG,D.SOEUNG,0.94
R.LY,R.L,0.94
B.DIM,B.DIN,0.92
P.DAWIN,P.DIN,0.93
D.UTH,D.PUTH,0.96
D.CHAV,D.CHEV,0.93
D.KIM,D.KEM,0.91
D.SOKHORN,D.KHORN,0.90
D.DOUNG,D.OUN,0.92
D.PHEANG,D.PHEA,0.95
D.MA,D.MANN,0.93
M.MAKARA,M.MACARANAS,0.90
S.UM,S.PUM,0.95
N.SO,N.SOU,0.96
R.SAO,R.SEA,0.91
D.THE,D.NETH,0.90
U.HY,U.HUY,0.95
N.ITH,N.RITHY,0.92
T.SENG,T.DENG,0.91
P.PICH,P.BICH,0.91
C.DARAROTH,C.DATH,0.92
L.TEA,L.THEAM,0.93
K.KHE,K.KEM,0.91
S.KONG,S.KORN,0.93
S.NGOUN,S.NOEUN,0.93
S.HO,S.HUOR,0.92
K.DIM,K.D,0.91
D.THE,D.DETH,0.90
V.SROEUNG,V.VOEUNG,0.91
S.PECH,S.TECH,0.91
L.CHHI,L.CHHOR,0.91
N.MUT,N.M,0.91
R.PHOK,R.POK,0.96
K.SEN,K.SEUN,0.97
D.SEA,D.SAR,0.91
N.IM,N.MI,0.93
M.CHANTRA,M.CHANDARINET,0.92
S.KEN,S.KER,0.92
N.SO,N.SOEUN,0.91
S.ROTHSAKOL,S.ROTH,0.91
T.KAUY,T.YUK,0.90
P.CHUM,P.KHUM,0.91
K.HENG,K.YENG,0.91
K.CHHUON,K.CHHUO,0.97
P.SO,P.SOUM,0.93
S.MENG,S.ME,0.93
R.KEO,R.KON,0.91
K.THENG,K.THOEURN,0.90
R.MOR,R.PROM,0.90
S.SMITH,S.SITH,0.97
K.EK,K.DOEK,0.91
L.DOM,L.DOEM,0.97
P.EON,P.DOEN,0.90
L.DOEURN,L.DOEUN,0.97
V.OEURK,V.DOEUR,0.92
L.DOM,L.D,0.91
D.BUN,D.BAN,0.91
D.DO,D.DOK,0.96
P.DOU,P.DOK,0.92
K.OK,K.DOK,0.95
O.DOM,O.DOL,0.92
R.OL,R.DOL,0.95
K.SOENG,K.SUONG,0.93
S.OL,S.DOL,0.95
H.SEAN,H.SEAK,0.93
R.HENG,R.HANG,0.92
L.KEU,L.KUL,0.91
L.JE,L.J,0.94
T.CHHAY,T.HAY,0.92
A.KOL,A.KOB,0.92
D.SOKHA,R.SOKHA,0.90
N.OURN,N.DOEURN,0.93
K.TAT,K.TIT,0.91
C.ORN,C.DORN,0.96
C.HORT,C.DORT,0.91
S.DY,S.DORY,0.92
D.DY,D.DY,1.00
K.CHY,K.CHEY,0.97
T.SUON,T.SEUN,0.92
S.OUK,S.DOUK,0.96
D.SAM,D.SAMART,0.93
T.DOUNG,M.DOUNG,0.90
D.ENG,D.NGET,0.90
T.DUONG,T.DOUNG,0.97
M.NHOEK,M.NHEP,0.91
D.KEAN,D.KIEN,0.92
K.AN,K.VAN,0.95
D.PUT,D.PUK,0.92
P.MANUTH,P.MAN,0.93
T.MEN,T.NHEM,0.90
D.TEP,D.TEM,0.92
R.BO,R.BOBBY,0.91
S.VOEUN,U.VOEUN,0.90
P.OURNG,P.KORNG,0.92
T.YOU,T.YOS,0.92
D.SEA,D.MEAS,0.90
